pred	count
치졸하다	7
돈독하다	7
수강하다	7
도출되다	7
관계되다	7
들이다	7
압류하다	7
속이다	7
수치스럽다	7
묵살하다	7
두툼하다	7
나약하다	7
장구하다	7
서리다	7
특화하다	7
발효하다	7
스마트하다	7
발매하다	7
명명되다	7
끼이다	7
양분하다	7
서럽다	7
구분되다	7
해롭다	7
외출하다	7
서거하다	7
썰렁하다	7
탈루하다	7
질식하다	7
간파하다	7
몰려나오다	7
격화하다	7
실직하다	7
초치하다	7
한적하다	7
늘어지다	7
용감하다	7
몰라보다	7
출두하다	7
안이하다	7
어처구니없다	7
우롱하다	7
추종하다	7
재활용하다	7
자수성가하다	7
육중하다	7
발끈하다	7
소명하다	7
혼잡하다	7
무효화하다	7
공헌하다	7
생중계되다	7
뛰어놀다	7
발부되다	7
토의하다	7
함구하다	7
급상승하다	7
실행되다	7
수령하다	7
가만있다	7
교감하다	7
쑥스럽다	7
뜻깊다	7
통보되다	7
감사드리다	7
쓸쓸하다	7
월등하다	7
예감하다	7
습득하다	7
추방되다	7
추방하다	7
빈곤하다	7
미약하다	7
씻기다	7
사인하다	7
약진하다	7
질책하다	7
설문조사하다	7
취소	7
집요하다	7
거부당하다	7
때우다	7
진격하다	7
서성이다	7
지각하다	7
감찰하다	7
불편할	7
조사받다	7
성행하다	7
덧대다	7
상충되다	7
걷어붙이다	7
뺨치다	7
쏠쏠하다	7
모의하다	7
개발	7
게시하다	7
찌푸리다	7
내딛다	7
심리하다	7
빨아들이다	7
들추다	7
분분하다	7
결별하다	7
간과하다	7
소용없다	7
재회하다	7
재조명하다	7
변변하다	7
냉랭하다	7
다변화하다	7
거듭된	7
떠받치다	7
경미하다	7
시리다	7
무력화되다	7
안장되다	7
사리다	7
요약되다	7
얽히고설키다	7
짓누르다	7
떼내다	7
차려입다	7
뒤쫓다	7
환기시키다	7
삼엄하다	7
노후하다	7
게시되다	7
유해하다	7
상회하다	7
한심하다	7
누출되다	7
외면받다	7
엄숙하다	7
일치되다	7
추천받다	7
복당하다	7
틔우다	7
향유하다	7
도사리다	7
무사하다	7
비유되다	7
미행하다	7
개량하다	7
쇄신하다	7
곱하다	7
능숙하다	7
설파하다	7
휴업하다	7
목욕하다	7
상쇄하다	7
회동하다	7
모순되다	7
구수하다	7
첨부하다	7
참조하다	7
벤치마킹하다	7
흘려보내다	7
귀순하다	7
해방되다	7
예치하다	7
일탈하다	7
반격하다	7
중첩되다	7
남발하다	7
감원하다	7
정제하다	7
헤엄치다	7
거들떠보다	7
서운하다	7
희귀하다	7
난사하다	7
다각화하다	7
되팔다	7
난폭하다	7
자립하다	7
컨트롤하다	7
써먹다	7
미화하다	7
장사하다	7
폭격하다	7
잊어버리다	7
착공되다	7
허우적거리다	7
발의	7
쏘이다	7
고프다	7
쇠락하다	7
조준하다	7
과세하다	7
섹시하다	7
도난당하다	7
집전하다	6
선종하다	6
통일되다	6
적립되다	6
진단받다	6
비장하다	6
쇠퇴하다	6
게을리하다	6
귀찮다	6
연상시키다	6
깐깐하다	6
변함없다	6
다정하다	6
갈등하다	6
정지시키다	6
상기되다	6
상존하다	6
가렵다	6
겸손하다	6
편협하다	6
싸매다	6
모욕하다	6
처벌되다	6
강연하다	6
건네주다	6
회유하다	6
중하다	6
들락거리다	6
끓어오르다	6
큰소리치다	6
굵직굵직하다	6
예리하다	6
영리하다	6
지새우다	6
배송하다	6
일갈하다	6
먹혀들다	6
법제화하다	6
찬양하다	6
절묘하다	6
망라되다	6
두절되다	6
연마하다	6
이륙하다	6
초연하다	6
처절하다	6
내오다	6
맞받아치다	6
무례하다	6
포섭되다	6
제고하다	6
지체되다	6
시들하다	6
불만스럽다	6
전염되다	6
맞대응하다	6
흐려지다	6
추징하다	6
퇴사하다	6
긍정하다	6
관리되다	6
떳떳하다	6
무관심하다	6
개진하다	6
승계하다	6
젖히다	6
도용하다	6
봉합하다	6
입력되다	6
무심하다	6
분출하다	6
거부되다	6
섭렵하다	6
약탈하다	6
정상화시키다	6
촉진시키다	6
단련되다	6
거듭한	6
독실하다	6
대행하다	6
진단되다	6
빈약하다	6
수호하다	6
입항하다	6
비좁다	6
격리되다	6
얻어먹다	6
끌려오다	6
연계시키다	6
사별하다	6
졸다	6
능통하다	6
연체하다	6
떨리다	6
보상받다	6
결제되다	6
연재되다	6
굴러가다	6
힘세다	6
소실되다	6
교부하다	6
체포	6
낙하하다	6
홀가분하다	6
준설하다	6
초연되다	6
절충하다	6
미덥다	6
간결하다	6
단아하다	6
야기되다	6
배치	6
되뇌다	6
숙박하다	6
고무되다	6
오리다	6
먹이다	6
외다	6
산화되다	6
실명하다	6
막아서다	6
연임하다	6
파다하다	6
양분되다	6
인하되다	6
소심하다	6
구부리다	6
적중하다	6
캐내다	6
낭비되다	6
강요받다	6
탈락시키다	6
둔갑하다	6
당차다	6
홀리다	6
얕다	6
역전하다	6
투명	6
북돋우다	6
갈라서다	6
승인되다	6
설욕하다	6
현존하다	6
날아오르다	6
부여받다	6
저명하다	6
분배하다	6
숭고하다	6
변형하다	6
피어나다	6
까다	6
억제되다	6
재점검하다	6
타락하다	6
순방하다	6
모면하다	6
확충되다	6
치켜들다	6
어정쩡하다	6
처형되다	6
물들이다	6
뒤로하다	6
놓아두다	6
후려치다	6
집어삼키다	6
조각하다	6
탄핵하다	6
투여하다	6
추억하다	6
입안하다	6
후진하다	6
어이없다	6
꾀다	6
깨물다	6
대물림하다	6
직시하다	6
분열하다	6
소비되다	6
중시되다	6
사랑스럽다	6
실토하다	6
측정되다	6
침해되다	6
감미롭다	6
부심하다	6
발달되다	6
부어오르다	6
정진하다	6
격상되다	6
중지되다	6
소망하다	6
짓궂다	6
인양되다	6
배포되다	6
추방당하다	6
답습하다	6
불어닥치다	6
재건하다	6
고하다	6
때려내다	6
담대하다	6
복권되다	6
은은하다	6
삐걱거리다	6
발송되다	6
짭짤하다	6
절절하다	6
지나오다	6
깨치다	6
빠듯하다	6
조합하다	6
자생하다	6
자임하다	6
불문하다	6
문책하다	6
양해하다	6
떼이다	6
수렴되다	6
달리했다	6
꿰매다	6
억눌리다	6
손쉽다	6
대수롭다	6
현혹하다	6
재청구하다	6
일원화하다	6
개시되다	6
진루하다	6
권장되다	6
그지없다	6
운반하다	6
탄압하다	6
까맣다	6
길들다	6
강등되다	6
읊조리다	6
은근하다	6
미진하다	6
마지못하다	6
볼썽사납다	6
슬퍼하다	6
파내다	6
심화시키다	6
아득하다	6
화사하다	6
협소하다	6
투숙하다	6
반색하다	6
혼탁하다	6
그만하다	6
처단하다	6
아슬아슬하다	6
함께한다	6
계상하다	6
비틀다	6
순찰하다	6
직감하다	6
어림잡다	6
대동하다	6
제언하다	6
회귀하다	6
금기시하다	6
쓸데없다	6
풋풋하다	6
칭송하다	6
혼나다	6
발뺌하다	6
단련하다	6
비슷비슷하다	6
평평하다	6
얘기하다	6
멸종하다	6
조아리다	6
인멸하다	6
가열되다	6
일원화되다	6
눈멀다	6
투신자살하다	6
좁히다	6
분산시키다	6
순항하다	6
융합되다	6
고군분투하다	6
선곡하다	6
섭섭하다	6
떠내려가다	6
관측하다	6
힘주다	6
재발되다	6
이체하다	6
대체되다	6
차출되다	6
엄하다	6
아낌없다	6
걸출하다	6
날렵하다	6
주름잡다	6
개명하다	6
위촉하다	6
인도되다	6
불쌍하다	6
맺어지다	6
녹음되다	6
사악하다	6
로맨틱하다	6
균등하다	6
걷잡다	6
알차다	6
분전하다	6
각색하다	6
상생하다	6
서늘하다	6
유착하다	6
창립되다	6
뭉개다	6
점유하다	6
내키다	6
방만하다	6
내려다보다	6
악하다	6
학살하다	6
짓눌리다	6
번식하다	6
신뢰받다	6
만취하다	6
호평하다	6
침수되다	6
스카우트하다	6
합성하다	6
방출하다	6
느끼하다	6
기웃거리다	6
찜하다	6
비치되다	5
구속	5
유래되다	5
조명되다	5
댕기다	5
소장되다	5
불평등하다	5
배반하다	5
인도하다	5
수려하다	5
회항하다	5
없애다	5
가늘다	5
촉박하다	5
수수방관하다	5
옮겨가	5
눈물겹다	5
반감되다	5
전달받다	5
형편없다	5
출판되다	5
첨부되다	5
소각하다	5
좌초되다	5
흥미진진하다	5
통쾌하다	5
기울이다	5
냉각되다	5
막다르다	5
갉아먹다	5
고대하다	5
유창하다	5
순환하다	5
종식시키다	5
뒤숭숭하다	5
징수하다	5
식별하다	5
독대하다	5
방황하다	5
할당하다	5
막중하다	5
지겹다	5
마비시키다	5
응대하다	5
조망하다	5
의결	5
독주하다	5
시도되다	5
명문화되다	5
아늑하다	5
고요하다	5
거짓말하다	5
절개하다	5
자행되다	5
반출하다	5
키스하다	5
합창하다	5
철회되다	5
송구하다	5
등용되다	5
멸망하다	5
논평하다	5
귀국시키다	5
도청하다	5
대출받다	5
우스꽝스럽다	5
억압하다	5
급파하다	5
격추하다	5
검토	5
낙점되다	5
들이마시다	5
중요	5
퇴치하다	5
아담하다	5
깜깜하다	5
성숙되다	5
피나다	5
중퇴하다	5
상징되다	5
보호받다	5
은닉하다	5
재수사하다	5
추행하다	5
무시되다	5
압류되다	5
연주되다	5
비우다	5
붙들리다	5
무디다	5
중용되다	5
오판하다	5
인색하다	5
애원하다	5
인증하다	5
시집가다	5
생성하다	5
밑지다	5
폄하하다	5
박탈되다	5
신랄하다	5
동반되다	5
전도되다	5
규합하다	5
옮아가다	5
쓸어내리다	5
번듯하다	5
불사르다	5
항거하다	5
전학하다	5
혼내다	5
애절하다	5
제약하다	5
조화되다	5
비참하다	5
나포하다	5
애타다	5
전쟁하다	5
드넓다	5
격파하다	5
결장하다	5
날아다니다	5
무서워하다	5
수군대다	5
장대하다	5
비견하다	5
유망하다	5
닳다	5
파열되다	5
쉬쉬하다	5
내밀하다	5
매혹하다	5
투하하다	5
강요당하다	5
조처되다	5
완화시키다	5
인내하다	5
특채하다	5
매장하다	5
괄목하다	5
관전하다	5
결탁하다	5
시큰둥하다	5
안정하다	5
예단하다	5
패다	5
분투하다	5
초대받다	5
신음하다	5
뒤집어씌우다	5
위중하다	5
소모하다	5
척박하다	5
못생기다	5
대납하다	5
문제삼다	5
종영하다	5
빈틈없다	5
뵙다	5
배신하다	5
경이롭다	5
남용되다	5
사과드리다	5
헤어나다	5
쓸모없다	5
절감되다	5
매캐하다	5
출현하다	5
스러지다	5
연약하다	5
아물다	5
눈치채다	5
창궐하다	5
주파하다	5
강변하다	5
선언되다	5
애틋하다	5
녹화되다	5
진일보하다	5
조악하다	5
미안하다.	5
격앙되다	5
입수되다	5
반입되다	5
비켜서다	5
곧다	5
각인되다	5
감소시키다	5
흩뜨리다	5
열어젖히다	5
근소하다	5
농사짓다	5
무마하다	5
포용하다	5
돌려놓다	5
투하되다	5
실낱같다	5
무지하다	5
닦달하다	5
대중화되다	5
괴상하다	5
기증되다	5
여유롭다	5
연호하다	5
공격받다	5
멀리하다	5
그르다	5
존치하다	5
쳐주다	5
교대하다	5
강화시키다	5
흉흉하다	5
확정짓다	5
열망하다	5
머뭇거리다	5
자명하다	5
이행되다	5
나열하다	5
지망하다	5
민영화되다	5
풍미하다	5
추첨하다	5
쓰러뜨리다	5
축출하다	5
노심초사하다	5
하차하다	5
요격하다	5
구구하다	5
엄단하다	5
증진하다	5
복종하다	5
광활하다	5
중요시하다	5
얼싸안다	5
뿜어내다	5
게으르다	5
거닐다	5
통칭하다	5
치유되다	5
인계하다	5
필요	5
빗맞다	5
저평가되다	5
골라내다	5
큼직하다	5
긁어모으다	5
일맥상통하다	5
쬐다	5
훈훈하다	5
완연하다	5
예견하다	5
최적화하다	5
축출되다	5
지급받다	5
개업하다	5
복수하다	5
분출되다	5
후송되다	5
간소하다	5
풍족하다	5
선택되다	5
촌스럽다	5
발칙하다	5
합리화하다	5
탐내다	5
탕진하다	5
붉어지다	5
정화하다	5
목표하다	5
분열시키다	5
인출되다	5
매장되다	5
쩔쩔매다	5
아름답고	5
해직되다	5
대꾸하다	5
생략되다	5
저러다	5
달갑다	5
전출되다	5
건실하다	5
감금되다	5
행세하다	5
물갈이하다	5
싸잡다	5
좌천되다	5
팔아넘기다	5
무뎌지다	5
내걸리다	5
중독되다	5
습하다	5
정중하다	5
이별하다	5
통폐합되다	5
각인시키다	5
완납하다	5
희박하다	5
반짝거리다	5
쫓아다니다	5
성토하다	5
반려하다	5
잡아들이다	5
냉혹하다	5
냉철하다	5
이만하다	5
안쓰럽다	5
쿨하다	5
반입하다	5
발효시키다	5
써넣다	5
알아차리다	5
활달하다	5
간소화하다	5
사칭하다	5
지대하다	5
팽개치다	5
모질다	5
이첩하다	5
테스트하다	5
숙청하다	5
솎다	5
연립하다	5
학대하다	5
폄훼하다	5
족하다	5
대등하다	5
순조롭다	5
허우적대다	5
임대되다	5
만하다	5
애꿎다	5
평정하다	5
시공하다	5
감축되다	5
퇴색되다	5
안장하다	5
헌납하다	5
싹트다	5
녹취하다	5
반전되다	5
입양되다	5
송출하다	5
서술되다	5
탈출시키다	5
배고프다	5
농락하다	5
선양하다	5
빠트리다	5
기능하다	5
거듭되다	5
간소화되다	5
중복되다	5
엉키다	5
뛰어나오다	5
진입시키다	5
고착되다	5
연명하다	5
감동시키다	5
연착륙하다	5
플레이하다	5
예우하다	5
얼리다	5
번거롭다	5
고즈넉하다	5
부도덕하다	5
구금하다	5
득점하다	5
하야하다	5
추어올리다	5
남하하다	5
무식하다	5
전진하다	5
해이하다	5
재촉하다	5
불타오르다	5
타파하다	5
투병하다	5
시공되다	5
지지다	5
경질하다	5
흩날리다	5
단속되다	5
읍소하다	5
끝장내다	5
분비하다	5
말살하다	5
폐업하다	5
광대하다	5
현혹되다	5
손꼽다	5
헐렁하다	5
수비하다	5
정신없다	5
재연하다	5
유임시키다	5
선선하다	5
공생하다	5
외면당하다	5
해약하다	5
개다	5
정의되다	5
타내다	5
폐교되다	5
쑤다	5
우러나다	5
화창하다	5
무찌르다	5
가석방되다	4
환담하다	4
출판하다	4
분비되다	4
얌전하다	4
영합하다	4
하산하다	4
영향받다	4
팔아먹다	4
리드하다	4
판정되다	4
부실화하다	4
판시하다	4
움츠러들다	4
보채다	4
담합하다	4
일사불란하다	4
탈취하다	4
펴지다	4
무수하다	4
유보되다	4
해킹당하다	4
거치되다	4
맵다	4
초토화되다	4
오염시키다	4
구차하다	4
밤새다	4
예정	4
느긋하다	4
격상시키다	4
화장되다	4
고약하다	4
엄연하다	4
합법화하다	4
이전되다	4
약정하다	4
물러가다	4
진보하다	4
회수되다	4
싱그럽다	4
너그럽다	4
추대하다	4
무방하다	4
결부되다	4
올려다보다	4
바탕하다	4
돌출되다	4
불규칙하다	4
보잘것없다	4
활보하다	4
화해하다	4
할당받다	4
채색하다	4
강직하다	4
사주하다	4
공습하다	4
고시되다	4
신축하는	4
창건하다	4
출가하다	4
독립시키다	4
빽빽하다	4
솔깃하다	4
신성하다	4
감기다	4
명쾌하다	4
배회하다	4
불가사의하다	4
상기하다	4
완승하다	4
예치되다	4
처형하다	4
진화되다	4
보증하다	4
조율되다	4
전용하다	4
울퉁불퉁하다	4
누다	4
한가롭다	4
닥쳐오다	4
돌려쓰다	4
행방불명되다	4
수반하다	4
횡행하다	4
악물다	4
데우다	4
눕히다	4
들쑤시다	4
총살되다	4
엎치락뒤치락하다	4
즉사하다	4
광고하다	4
채록하다	4
명하다	4
통학하다	4
인선하다	4
불량하다	4
발동되다	4
휘감다	4
찧다	4
환매하다	4
가미되다	4
채굴하다	4
송구스럽다	4
훈련받다	4
재가하다	4
허심탄회하다	4
볼만하다	4
방중하다	4
두말하다	4
졸라매다	4
되돌아오다	4
우선시하다	4
변호하다	4
역겹다	4
빼닮다	4
체념하다	4
이해시키다	4
떠나보내다	4
증강하다	4
집적되다	4
증대되다	4
허비하다	4
즈음하다	4
어림없다	4
쇠약하다	4
대조되다	4
감액하다	4
감액되다	4
해맑다	4
변덕스럽다	4
봉안하다	4
추돌하다	4
좌시하다	4
국유화하다	4
방문	4
추악하다	4
내포되다	4
연애하다	4
굉장하다	4
완치하다	4
선진화되다	4
선별되다	4
잠재되다	4
저하되다	4
절단하다	4
전복하다	4
매료시키다	4
중용하다	4
결집시키다	4
신비하다	4
끈질기다	4
무력하다	4
옹립하다	4
굴다	4
분간하다	4
쇼핑하다	4
삭막하다	4
배웅하다	4
짝사랑하다	4
울컥하다	4
재미나다	4
보내주다	4
피살되다	4
주연하다	4
녹화하다	4
직조하다	4
편집되다	4
진압되다	4
반듯한	4
숨기다	4
그러하다	4
제외시키다	4
헛되다	4
짖다	4
위조되다	4
빚지다	4
놓아주다	4
쐬다	4
연로하다	4
느려지다	4
발급되다	4
한가하다	4
멍하다	4
곱상하다	4
빙자하다	4
꽃피다	4
뛰놀다	4
표면화되다	4
파묻다	4
차출하다	4
철렁하다	4
방해되다	4
퇴장당하다	4
낙인찍히다	4
기막히다	4
따라하다	4
비하하다	4
웅크리다	4
아무렇다	4
눈뜨다	4
제명되다	4
소원하다	4
동요하다	4
전시	4
왜소하다	4
촘촘하다	4
휴학하다	4
암매장하다	4
방심하다	4
점령되다	4
호명하다	4
급진전되다	4
살해당하다	4
재배치하다	4
상실되다	4
뒤집어지다	4
거룩하다	4
추하다	4
끄집어내다	4
지연하다	4
간명하다	4
형상화되다	4
부르짖다	4
짠하다	4
감격스럽다	4
약속받다	4
시들다	4
멋있다	4
발산하다	4
적막하다	4
맞히다	4
떠돌아다니다	4
고상하다	4
불성실하다	4
억류하다	4
티격태격하다	4
점철되다	4
장엄하다	4
탐사하다	4
비준되다	4
발원하다	4
납치	4
분열되다	4
사수하다	4
흥분되다	4
지적받다	4
점증하다	4
짐작되다	4
저릿하다	4
손색없다	4
맛없다	4
끌어모으다	4
일반화하다	4
운용	4
경과하다	4
끝마치다	4
어엿하다	4
낙후하다	4
시판되다	4
해독하다	4
촉발시키다	4
전복되다	4
종결되다	4
배어나다	4
흐뭇하다	4
은신하다	4
급습하다	4
먹먹하다	4
정갈하다	4
공멸하다	4
항해하다	4
내젓다	4
잠복하다	4
허락되다	4
드높이다	4
때다	4
시각화하다	4
훌쩍이다	4
번영하다	4
곤궁하다	4
잠식하다	4
배급하다	4
도산하다	4
고취하다	4
비관하다	4
축내다	4
색출하다	4
결집되다	4
둘러앉다	4
충원되다	4
허하다	4
수행되다	4
강고하다	4
구속기소되다	4
여닫다	4
진급하다	4
크나크다	4
육성	4
회의하다	4
명료하다	4
낙태하다	4
골몰하다	4
다독거리다	4
거행되다	4
각박하다	4
떠받들다	4
거행하다	4
화하다	4
발가벗기다	4
단일화하다	4
가느다랗다	4
새빨갛다	4
감량하다	4
초대되다	4
뒷바라지하다	4
앙상하다	4
느닷없다	4
널찍하다	4
뿔나다	4
쾌척하다	4
재처리하다	4
참회하다	4
두둑하다	4
음울하다	4
불명확하다	4
파병하다	4
때려잡다	4
포획하다	4
혁혁하다	4
증원하다	4
문란하다	4
숙고하다	4
의거하다	4
침착하다	4
탐탁하다	4
이양하다	4
해지다	4
양보하는	4
퇴임	4
쌀쌀하다	4
난해하다	4
와닿다	4
엷다	4
반환되다	4
변환하다	4
훈계하다	4
애매모호하다	4
홀대하다	4
멸종되다	4
재정비하다	4
음미하다	4
유려하다	4
대필하다	4
동분서주하다	4
배부르다	4
치중되다	4
어리둥절하다	4
호위하다	4
환급하다	4
번성하다	4
재혼하다	4
끌어당기다	4
기괴하다	4
매설하다	4
캐주얼하다	4
명기되다	4
합병되다	4
비화하다	4
연승하다	4
점화하다	4
이감되다	4
위장되다	4
실점하다	4
구비하다	4
속되다	4
터놓다	4
일상화되다	4
심의	4
등정하다	4
칭하다	4
유전되다	4
검출하다	4
제약되다	4
순직하다	4
재건축하다	4
산재하다	4
푹신하다	4
기생하다	4
겸임하다	4
성장시키다	4
연금되다	4
팽창하다	4
다행스럽다	4
채점하다	4
협의되다	4
공여하다	4
동그랗다	4
자인하다	4
요하다	4
숙련되다	4
맞잡다	4
전무후무하다	4
호되다	4
창출되다	4
찢기다	4
우화하다	4
공개	4
막돼먹다	4
짓밟히다	4
예기다	4
엄습하다	4
달리기하다	4
통찰하다	4
창단되다	4
출석시키다	4
비집다	4
역투하다	4
박제되다	4
분양받다	4
무시무시하다	4
깨부수다	4
감격하다	4
나부끼다	4
동여매다	4
싱겁다	4
분실되다	4
솟구치다	4
금지	4
업히다	4
고안되다	4
위급하다	4
두근거리다	4
조성	4
대면하다	4
단조롭다	4
운집하다	4
목매다	4
매수	4
되사다	4
연패하다	4
승격시키다	4
무분별하다	4
깜찍하다	4
단죄하다	4
도살되다	4
퇴출시키다	4
검문하다	4
파먹다	4
복습하다	4
부여잡다	4
절제하다	4
쥐락펴락하다	4
장난치다	4
묘연하다	4
확진되다	4
틀어박히다	4
재수하다	4
소진하다	4
개소하다	4
고지하다	4
차입하다	4
을씨년스럽다	4
흉포하다	4
나열되다	4
황폐화하다	4
빛바래다	4
투쟁하다	4
부둥켜안다	4
잔류하다	4
침략하다	4
생산	4
내팽개치다	4
아니었나	4
조마조마하다	4
유기하다	4
판이하다	4
평준화되다	4
허전하다	4
진척되다	4
세탁하다	4
디자인되다	4
수고하다	4
정리	4
건축하다	4
되갚다	4
반가워하다	4
깔리다	4
파손하다	4
유통하다	4
설명되다	4
드러눕다	4
심대하다	4
발명하다	4
너덜너덜하다	4
밤늦다	4
절판되다	4
보복하다	4
고결하다	4
참다못하다	4
위독하다	4
제조되다	4
유추하다	4
수소문하다	4
쥐이다	4
엿듣다	4
부지런하다	4
입법하다	4
으깨다	4
재배되다	4
폐사하다	4
발포하다	4
사형시키다	4
움츠리다	4
깔깔하다	4
재투자하다	4
사랑받다	4
갈취하다	4
살벌하다	4
겁내다	4
얼떨떨하다	4
고문하다	4
활성화시키다	4
현저하다	4
발신되다	4
합장하다	4
시니컬하다	4
감형되다	3
단합되다	3
비켜가다	3
싱싱하다	3
증식하다	3
역류하다	3
코멘트하다	3
소송하다	3
험준하다	3
날치기하다	3
안일하다	3
머쓱하다	3
엉기다	3
열처리하다	3
의연하다	3
관망하다	3
솟아나다	3
자잘하다	3
헌혈하다	3
개강하다	3
밤새우다	3
다이내믹하다	3
불식시키다	3
부리부리하다	3
당선시키다	3
깔아뭉개다	3
압수되다	3
밀착되다	3
부식되다	3
공급	3
탁하다	3
덮어쓰다	3
개탄스럽다	3
세습하다	3
기소	3
불붙이다	3
부검하다	3
불발되다	3
어지간하다	3
심약하다	3
가공되다	3
눌러쓰다	3
날조하다	3
리메이크하다	3
삽입되다	3
호출하다	3
출동시키다	3
부당	3
전환	3
좁아지다	3
고독하다	3
등한시하다	3
예언하다	3
희석되다	3
소탕하다	3
미지근하다	3
개선시키다	3
안치하다	3
고발당하다	3
해지되다	3
오열하다	3
교차되다	3
파란만장하다	3
와해되다	3
상충하다	3
누렇다	3
투옥되다	3
둘러치다	3
쾌활하다	3
은폐되다	3
황폐하다	3
북송하다	3
체득하다	3
달이다	3
증대시키다	3
친애하다	3
휘어잡다	3
색칠하다	3
다양	3
맹렬하다	3
향상하다	3
증폭시키다	3
앓아눕다	3
간곡하다	3
귀속되다	3
흡입하다	3
주동하다	3
신통하다	3
셈하다	3
비평하다	3
정당화되다	3
파기되다	3
바래다	3
배당되다	3
청산되다	3
끄떡없다	3
정립되다	3
아르바이트하다	3
접수시키다	3
칭찬받다	3
탕감하다	3
요청	3
걸터앉다	3
덤비다	3
벙벙하다	3
중지시키다	3
엄존하다	3
담보되다	3
분발하다	3
통합	3
범행하다	3
모독하다	3
도배하다	3
해치우다	3
기다랗다	3
넓적하다	3
창간하다	3
요긴하다	3
예편하다	3
분개하다	3
부조리하다	3
뵈다	3
예약되다	3
증폭하다	3
대서특필하다	3
거절되다	3
유지시키다	3
특채되다	3
이뤄내겠다는	3
증액되다	3
유세하다	3
봉안되다	3
맞붙이다	3
환원되다	3
허무하다	3
다분하다	3
수교하다	3
마렵다	3
어눌하다	3
연체되다	3
지출되다	3
면직되다	3
신비스럽다	3
이채롭다	3
무임승차하다	3
무감각하다	3
냉담하다	3
병행되다	3
새하얗다	3
화끈거리다	3
과하다	3
공연되	3
녹아내리다	3
좌초하다	3
허무맹랑하다	3
행차하다	3
원망스럽다	3
증진시키다	3
떼죽음하다	3
억압되다	3
부글부글하다	3
월남하다	3
확장시키다	3
놀라워하다	3
평안하다	3
침침하다	3
안도하다	3
허둥대다	3
안심시키다	3
유산하다	3
빼들다	3
부결시키다	3
건국하다	3
저격하다	3
떠맡다	3
기나길다	3
융통하다	3
배양하다	3
탄력받나	3
체불하다	3
타이핑하다	3
횡단하다	3
성하다	3
전소되다	3
구형되다	3
지난하다	3
재정립하다	3
쳐들다	3
여의다	3
재학하다	3
회람하다	3
염색하다	3
휴직하다	3
중얼거리다	3
진작하다	3
호령하다	3
출연시키다	3
붕괴시키다	3
교활하다	3
명예롭다	3
푸석하다	3
촉촉하다	3
창안하다	3
찡하다	3
능란하다	3
탄식하다	3
무질서하다	3
지속시키다	3
보강되다	3
낚아채다	3
점찍다	3
격노하다	3
구슬프다	3
흐드러지다	3
경외하다	3
둔화시키다	3
배부하다	3
불평하다	3
양립하다	3
적시되다	3
무미건조하다	3
흩트리다	3
변명하다	3
숨어들다	3
어슬렁거리다	3
간여하다	3
일임하다	3
승인받다	3
소속하다	3
사정하다	3
보람되다	3
치부되다	3
별세해	3
덧씌우다	3
제하다	3
중단	3
비아냥대다	3
사격하다	3
악랄하다	3
안무하다	3
비등하다	3
난처하다	3
넓히다	3
재집권하다	3
부단하다	3
승화되다	3
천하다	3
성스럽다	3
뼈저리다	3
직영하다	3
헤집다	3
'영원한	3
부합되다	3
분패하다	3
가냘프다	3
가용하다	3
도열하다	3
맹추격하다	3
포섭하다	3
스미다	3
근엄하다	3
후텁지근하다	3
얼얼하다	3
사무치다	3
퇴화하다	3
입찰하다	3
발생시키다	3
단출하다	3
고루하다	3
빼먹다	3
짜깁기하다	3
스산하다	3
집약하다	3
안정화하다	3
얻어내	3
불공평하다	3
실추되다	3
출생하다	3
기술되다	3
불나다	3
불길하다	3
조화하다	3
예상	3
혼란하다	3
포효하다	3
자상하다	3
독촉하다	3
터치하다	3
작동되다	3
중개하다	3
파행하다	3
하찮다	3
헹구다	3
배가되다	3
머나멀다	3
고민되다	3
공공연하다	3
남아돌다	3
불시착하다	3
교제하다	3
괘씸하다	3
앞세우다	3
필요하면	3
야합하다	3
갱신되다	3
장식되다	3
기사화하다	3
오해되다	3
찡그리다	3
가격하다	3
분하다	3
승진시키다	3
자조하다	3
신탁하다	3
갈무리하다	3
주행하다	3
아파하다	3
시식하다	3
충돌	3
큰코다치다	3
비통하다	3
소화되다	3
고만고만하다	3
교신하다	3
등산하다	3
산정되다	3
손짓하다	3
비일비재하다	3
부러지다	3
함락되다	3
유영하다	3
치장하다	3
강탈하다	3
내지르다	3
캐스팅하다	3
막역하다	3
박하다	3
등용하다	3
물어뜯다	3
재탈환하다	3
무장되다	3
면제받다	3
참되다	3
태동하다	3
가름하다	3
매이다	3
단장되다	3
말라죽다	3
구조화되다	3
되돌려받다	3
협찬하다	3
피해하다	3
양도하다	3
오므리다	3
농축하다	3
현대화되다	3
찌들다	3
시원찮다	3
상장	3
실격되다	3
공정	3
금지시키다	3
돋다	3
더해졌다	3
침탈하다	3
극복되다	3
집어내다	3
보수하다	3
후비다	3
단란하다	3
구겨지다	3
거역하다	3
이뤄내겠다"고	3
고고하다	3
옹골차다	3
세척하다	3
오해받다	3
차단	3
탈취당하다	3
복원시키다	3
남부럽다	3
기만하다	3
천박하다	3
청렴하다	3
대여하다	3
어두컴컴하다	3
차등하다	3
뛰쳐나가다	3
야단치다	3
입법화하다	3
혼재하다	3
승급하다	3
고뇌하다	3
조련하다	3
협약하다	3
근속하다	3
뜬금없다	3
근질근질하다	3
조절되다	3
지휘	3
갈구하다	3
